Date,Service Category,Marketing Channel,Season,Customer Type,Ad Spend,Conversions,Daily Revenue
2025-04-09,Plumbing,Google,Winter,New,186.56,6,123.37
2024-09-02,Plumbing,Google,Spring,New,36,1,45.9
2024-10-13,Electrician,Google,Summer,New,121.04,7,310.37
2024-07-24,Plumbing,Yelp,Fall,Returning,134.8,6,32.29
2024-05-03,Plumbing,Flyers,Spring,New,199.9,7,269.07
2025-03-07,HVAC Repair,Google,Fall,New,42.23,3,17.44
2024-08-03,Cleaning,Google,Winter,New,161.67,3,133.47
2025-02-17,Cleaning,Google,Summer,Returning,161.48,5,227.69
2025-02-15,Electrician,Google,Summer,Returning,197.42,2,92.95
2024-07-18,HVAC Repair,Flyers,Fall,Returning,85.83,7,321.25
2024-05-07,Plumbing,Google,Spring,Returning,188.24,6,163.79
2024-05-19,Electrician,Referral,Spring,New,87.94,2,31.16
2025-04-01,Plumbing,Referral,Winter,Returning,162.48,2,65
2025-01-31,Plumbing,Flyers,Spring,Returning,122.65,8,273.63
2025-03-18,HVAC Repair,Yelp,Fall,New,182.31,1,31.39
2024-11-13,Cleaning,Referral,Fall,Returning,163.78,7,343.53
2024-11-08,HVAC Repair,Yelp,Fall,Returning,77.94,6,51.02
2024-09-29,Cleaning,Referral,Spring,Returning,104.94,8,204.68
2025-01-29,Electrician,Flyers,Spring,New,112.31,8,109.13
2025-04-24,Electrician,Referral,Winter,Returning,114.83,5,139.51
2024-09-01,Cleaning,Google,Spring,New,47.11,9,117.52
2024-10-10,HVAC Repair,Referral,Summer,Returning,120.43,10,350.64
2024-07-23,Electrician,Google,Fall,New,144.42,7,340.6
2024-11-24,Cleaning,Referral,Fall,Returning,50.89,4,172.73
2024-08-05,Plumbing,Yelp,Winter,New,188.42,7,80.54
2025-02-21,Electrician,Yelp,Summer,New,85.44,4,52.56
2024-10-26,Plumbing,Flyers,Summer,New,49.86,3,102.85
2024-08-25,Cleaning,Referral,Winter,Returning,183.21,10,199.79
2024-06-15,Cleaning,Referral,Summer,Returning,16.2,4,124.35
2024-11-23,Cleaning,Flyers,Fall,Returning,122.45,2,48.85
2025-01-24,Plumbing,Yelp,Spring,New,163.1,2,61.98
2024-05-21,HVAC Repair,Google,Spring,Returning,182.61,5,26.66
2024-06-26,HVAC Repair,Referral,Summer,New,89.18,1,36.02
2025-01-07,Cleaning,Flyers,Spring,Returning,167.21,9,417.83
2024-06-26,Electrician,Yelp,Summer,New,12.19,8,244.77
2024-12-22,Plumbing,Flyers,Winter,New,124.53,9,387.83
2024-12-30,HVAC Repair,Google,Winter,Returning,41.75,6,211.65
2024-11-27,Plumbing,Google,Fall,New,80.98,10,244.69
2024-08-19,Electrician,Flyers,Winter,New,47.16,3,93.68
2025-01-15,Electrician,Flyers,Spring,Returning,103.68,9,129.1
2025-01-04,Plumbing,Flyers,Spring,Returning,143.04,5,65.28
2024-07-27,Cleaning,Flyers,Fall,Returning,189.5,5,104.19
2024-09-01,Cleaning,Google,Spring,Returning,61.78,9,400.57
2024-11-12,Cleaning,Google,Fall,Returning,138.61,1,26.62
2024-06-11,Electrician,Flyers,Summer,Returning,18.56,2,93.2
2024-06-12,Cleaning,Flyers,Summer,New,13.6,7,174.98
2024-11-30,HVAC Repair,Flyers,Fall,New,125.66,5,73.32
2024-09-13,Electrician,Google,Spring,Returning,130.12,5,161.22
2024-12-29,Electrician,Google,Winter,Returning,40.19,3,53.56
2024-10-07,Plumbing,Referral,Summer,Returning,23.16,1,45.71
2024-07-08,Plumbing,Referral,Fall,Returning,22.32,7,83.97
2025-01-08,HVAC Repair,Yelp,Spring,Returning,58.04,3,17.83
2024-07-24,Cleaning,Referral,Fall,New,197.88,9,135.03
2024-12-09,Electrician,Google,Winter,Returning,128.58,6,142.45
2024-10-18,Cleaning,Flyers,Summer,New,185.75,1,13.82
2024-06-17,HVAC Repair,Yelp,Summer,New,122.02,9,246.07
2024-12-21,Plumbing,Referral,Winter,New,141.19,10,157.95
2024-09-25,Electrician,Yelp,Spring,New,70.65,1,9.85
2024-09-04,Plumbing,Referral,Spring,New,152.77,3,21.36
2024-10-26,Electrician,Flyers,Summer,Returning,66.31,4,101.65
2024-09-20,Electrician,Yelp,Spring,New,73.07,5,149.71
2024-10-31,Cleaning,Referral,Summer,New,126.76,4,159.33
2024-08-11,Electrician,Referral,Winter,Returning,28.51,3,126.71
2024-11-30,HVAC Repair,Flyers,Fall,New,163.01,2,67.8
2024-05-06,Cleaning,Google,Spring,New,98.58,6,172.09
2024-11-20,HVAC Repair,Flyers,Fall,Returning,57.21,2,25.83
2024-07-24,HVAC Repair,Yelp,Fall,Returning,128.12,7,264.75
2024-12-23,Electrician,Referral,Winter,New,175.73,10,416.06
2024-05-18,Electrician,Flyers,Spring,New,98.02,6,215.93
2025-03-11,Electrician,Referral,Fall,Returning,67.11,6,133.85
2024-10-20,Electrician,Flyers,Summer,New,115.74,8,110.14
2025-04-30,Cleaning,Flyers,Winter,Returning,157.91,5,68.33
2024-08-19,Electrician,Referral,Winter,New,132.19,10,289.01
2025-04-18,Cleaning,Google,Winter,Returning,196.64,2,48
2024-08-27,Electrician,Yelp,Winter,New,21.92,9,329.73
2024-11-26,Cleaning,Referral,Fall,Returning,144.31,6,93.57
2025-04-11,Electrician,Google,Winter,New,42.98,7,154.79
2024-07-30,HVAC Repair,Referral,Fall,New,198.07,7,250.27
2024-07-07,Electrician,Referral,Fall,New,180.92,7,137.84
2024-11-14,Plumbing,Yelp,Fall,Returning,83.16,8,252.13
2025-03-03,Plumbing,Yelp,Fall,Returning,132.62,1,49.46
2025-02-20,Cleaning,Referral,Summer,New,62.89,7,111.57
2024-12-15,Cleaning,Referral,Winter,New,85.58,4,75.09
2025-01-21,Cleaning,Google,Spring,Returning,190.18,3,47
2024-07-24,Cleaning,Yelp,Fall,New,154.55,7,39.27
2024-09-08,HVAC Repair,Yelp,Spring,New,95.31,1,45.07
2024-09-19,Plumbing,Referral,Spring,Returning,89.35,1,29.41
2024-05-12,Cleaning,Flyers,Spring,Returning,92.31,7,240.91
2025-03-12,Plumbing,Google,Fall,Returning,112.01,1,23.32
2024-07-31,Cleaning,Google,Fall,Returning,186.03,8,304.25
2024-09-22,Electrician,Flyers,Spring,New,47.79,2,52.43
2024-09-20,HVAC Repair,Flyers,Spring,Returning,44.75,8,312.68
2024-11-11,HVAC Repair,Yelp,Fall,Returning,120.06,5,87.59
2025-01-29,Electrician,Yelp,Spring,Returning,143.12,7,248.92
2025-02-16,Plumbing,Yelp,Summer,Returning,10.06,8,60.35
2024-11-30,Electrician,Google,Fall,New,65.69,4,149.81
2025-01-20,Electrician,Google,Spring,Returning,174.95,3,105.69
2024-07-19,Cleaning,Referral,Fall,Returning,113.61,3,47.67
2024-11-19,Cleaning,Referral,Fall,Returning,77.43,2,42.76
2025-01-15,Cleaning,Referral,Spring,New,89.84,9,319.83
2024-07-31,HVAC Repair,Google,Fall,New,12.57,10,170.77
2024-12-14,HVAC Repair,Google,Winter,New,91.97,3,85.28
2025-03-03,Cleaning,Yelp,Fall,Returning,46.05,9,203.36
2024-06-25,HVAC Repair,Google,Summer,New,125.12,5,176.41
2024-12-12,Electrician,Google,Winter,New,81.82,10,84.47
2024-06-26,Plumbing,Yelp,Summer,New,127.19,7,42.23
2024-10-23,Plumbing,Referral,Summer,Returning,114.27,6,81.15
2024-06-17,HVAC Repair,Yelp,Summer,New,183.67,10,315.4
2024-09-15,Cleaning,Flyers,Spring,Returning,109.59,7,105.82
2024-09-01,Electrician,Google,Spring,New,181.79,10,210.39
2025-04-16,Electrician,Yelp,Winter,Returning,97.75,9,215.94
2024-08-20,Electrician,Referral,Winter,Returning,89.97,4,174.75
2025-04-23,Electrician,Google,Winter,New,88.26,2,46.71
2024-11-29,HVAC Repair,Yelp,Fall,New,123.09,1,11.23
2024-09-09,Electrician,Flyers,Spring,Returning,108.46,6,231.93
2025-01-12,Electrician,Yelp,Spring,New,45.52,10,248.95
2024-06-06,Cleaning,Google,Summer,Returning,32.53,10,397.82
2024-09-02,HVAC Repair,Google,Spring,Returning,104.56,5,28
2025-04-02,HVAC Repair,Google,Winter,Returning,40.66,2,87.85
2025-02-04,Plumbing,Yelp,Summer,New,36.35,5,163.05
2024-08-23,Cleaning,Yelp,Winter,Returning,196.35,7,342.34
2024-08-25,Electrician,Yelp,Winter,New,85.61,8,106.98
2025-02-13,Cleaning,Yelp,Summer,New,58.6,7,92.06
2024-05-26,Cleaning,Flyers,Spring,Returning,186.16,10,95.1
2024-06-06,Electrician,Google,Summer,Returning,190.17,6,43.14
2024-06-29,Cleaning,Referral,Summer,Returning,171.61,9,370.65
2024-08-16,HVAC Repair,Referral,Winter,Returning,55.83,7,117.6
2025-03-23,Cleaning,Google,Fall,Returning,124.74,4,88.17
2024-05-29,HVAC Repair,Google,Spring,Returning,20.61,1,32.14
2025-02-25,Plumbing,Yelp,Summer,New,44.85,3,112.1
2024-05-03,Electrician,Yelp,Spring,Returning,160.76,9,418.85
2024-05-21,Electrician,Yelp,Spring,Returning,29.19,3,105.2
2024-08-15,HVAC Repair,Google,Winter,Returning,49.4,8,70.88
2025-02-04,Plumbing,Referral,Summer,New,34.58,10,260.96
2024-07-03,HVAC Repair,Referral,Fall,Returning,45.65,5,236.41
2024-11-11,Electrician,Yelp,Fall,New,139.25,9,273.81
2024-07-15,Cleaning,Flyers,Fall,Returning,79.92,8,311.52
2024-10-14,Plumbing,Google,Summer,New,102.3,5,215.04
2024-12-01,Electrician,Flyers,Winter,New,189.19,6,126.27
2025-04-14,HVAC Repair,Yelp,Winter,Returning,197.78,8,308.2
2024-11-25,HVAC Repair,Flyers,Fall,New,128.57,7,168.07
2024-10-22,Plumbing,Flyers,Summer,Returning,66.14,6,198.53
2025-02-06,Cleaning,Yelp,Summer,New,111.41,3,120.4
2025-02-22,HVAC Repair,Yelp,Summer,New,28.99,2,77.27
2025-02-07,Cleaning,Google,Summer,Returning,57.31,4,57.88
2024-07-11,Cleaning,Referral,Fall,Returning,119.73,3,145.31
2025-01-14,HVAC Repair,Flyers,Spring,New,68.07,9,132.7
2024-10-19,Electrician,Yelp,Summer,Returning,168.31,4,78.11
2024-10-25,HVAC Repair,Google,Summer,New,81.99,5,235.76
2024-08-04,HVAC Repair,Yelp,Winter,Returning,166.71,5,212.49
2024-06-02,Plumbing,Flyers,Summer,Returning,72.66,10,241.04
2024-12-17,Electrician,Yelp,Winter,Returning,53.89,3,92.61
2025-01-24,Plumbing,Flyers,Spring,New,143.65,10,371.46
2024-07-03,Electrician,Google,Fall,Returning,97.59,3,32.46
2024-11-15,Plumbing,Flyers,Fall,Returning,84.03,2,39.8
2024-06-30,Plumbing,Flyers,Summer,Returning,76.33,9,339.3
2024-08-20,Plumbing,Flyers,Winter,New,75.61,3,118.56
2024-09-12,Cleaning,Referral,Spring,Returning,22.46,9,316.99
2024-09-22,Cleaning,Flyers,Spring,Returning,177.24,3,143.65
2024-05-17,Electrician,Referral,Spring,New,134.83,10,206.55
2024-08-31,Plumbing,Referral,Winter,Returning,145.6,9,281.12
2024-09-24,Plumbing,Referral,Spring,Returning,12.11,2,89.71
2024-09-21,Cleaning,Flyers,Spring,Returning,20.12,6,268.2
2025-04-19,Cleaning,Yelp,Winter,Returning,120.84,6,221.5
2025-04-25,HVAC Repair,Yelp,Winter,Returning,32.61,10,309.71
2024-05-26,HVAC Repair,Google,Spring,New,34.03,5,47.17
2024-05-24,Plumbing,Google,Spring,New,135.3,10,481.8
2025-01-01,Cleaning,Yelp,Spring,New,81.56,2,54.71
2024-11-15,Plumbing,Google,Fall,Returning,177.97,4,122.31
2025-02-06,Electrician,Google,Summer,New,49.54,7,151.09
2024-08-07,Plumbing,Google,Winter,New,68.53,7,177.7
2025-02-25,Electrician,Flyers,Summer,New,140.42,9,436.84
2024-09-11,Cleaning,Yelp,Spring,New,194.41,1,12.45
2024-05-27,HVAC Repair,Google,Spring,New,27.84,9,341.32
2024-11-24,HVAC Repair,Referral,Fall,Returning,34.24,4,114.97
2024-10-25,Electrician,Flyers,Summer,Returning,137.1,9,391.68
2024-07-23,Electrician,Yelp,Fall,Returning,74.55,7,198.54
2024-05-03,Cleaning,Yelp,Spring,New,184.62,1,19.18
2024-06-04,Plumbing,Yelp,Summer,New,50.11,3,37.05
2025-04-11,Cleaning,Google,Winter,Returning,10.94,4,159.74
2024-10-15,HVAC Repair,Referral,Summer,New,43.75,6,162.14
2024-10-06,Plumbing,Yelp,Summer,New,67.22,8,163.65
2025-04-20,Cleaning,Yelp,Winter,New,170.24,7,208.62
2024-12-16,Plumbing,Yelp,Winter,Returning,39.79,9,448.36
2025-02-16,Cleaning,Yelp,Summer,Returning,116.54,8,351.92
2024-11-05,HVAC Repair,Flyers,Fall,New,184.47,5,140.28
2024-09-23,Electrician,Yelp,Spring,Returning,104.25,2,81.86
2024-11-23,Electrician,Yelp,Fall,Returning,156.02,8,313
2024-10-26,HVAC Repair,Referral,Summer,Returning,47.26,4,189.44
2024-09-22,Plumbing,Referral,Spring,Returning,132.4,7,63.56
2024-06-21,Electrician,Google,Summer,New,32.75,10,305.41
2024-11-21,Electrician,Google,Fall,Returning,170.75,6,259.75
2024-06-15,Cleaning,Flyers,Summer,New,115.56,7,304.78
2024-07-09,Plumbing,Google,Fall,New,29.65,9,87
2025-04-24,HVAC Repair,Google,Winter,Returning,157.22,4,133.05
2024-11-03,HVAC Repair,Referral,Fall,New,161.83,2,82.01
2024-10-27,Electrician,Referral,Summer,New,68.82,4,65.19
2024-11-07,Cleaning,Flyers,Fall,New,159.01,1,26.02
2025-03-18,HVAC Repair,Referral,Fall,Returning,93.47,3,37.28
2024-10-12,Electrician,Flyers,Summer,New,183.9,5,132.74
2024-08-29,HVAC Repair,Referral,Winter,New,188.44,6,174.14
2024-09-13,Electrician,Yelp,Spring,New,16.58,5,163.71
2025-04-02,Cleaning,Flyers,Winter,New,61.06,1,19.01
2024-10-07,HVAC Repair,Referral,Summer,New,63.53,1,42.52
2025-01-25,Electrician,Google,Spring,New,94.76,3,76.35
2025-03-10,Cleaning,Yelp,Fall,New,136.36,10,143.62
2025-03-21,Plumbing,Flyers,Fall,New,25.14,4,109.94
2024-11-21,Plumbing,Yelp,Fall,Returning,43.14,1,40.68
2025-02-11,HVAC Repair,Google,Summer,Returning,99.88,7,288.22
2025-04-18,Plumbing,Flyers,Winter,New,42.49,5,129.02
2025-02-21,Electrician,Referral,Summer,Returning,112.85,9,339.32
2024-12-30,HVAC Repair,Flyers,Winter,Returning,155.67,8,391.15
2024-08-31,Plumbing,Yelp,Winter,New,118.98,1,40.88
2025-03-29,Plumbing,Referral,Fall,Returning,134.82,5,243.77
2024-09-02,HVAC Repair,Google,Spring,Returning,97.79,6,260.71
2024-11-06,Plumbing,Yelp,Fall,New,158.73,3,115.31
2024-07-24,HVAC Repair,Yelp,Fall,New,125.26,1,32.29
2025-03-12,Plumbing,Flyers,Fall,Returning,136.9,2,44.69
2025-03-29,Plumbing,Referral,Fall,New,168.79,5,86.72
2024-06-10,Plumbing,Google,Summer,Returning,68.77,5,142.43
2024-11-06,HVAC Repair,Referral,Fall,New,99.4,4,23.21
2024-05-18,Cleaning,Referral,Spring,Returning,32.39,6,195.85
2024-09-29,Plumbing,Yelp,Spring,Returning,156.62,7,42.59
2025-01-14,Electrician,Flyers,Spring,Returning,69.19,9,391.25
2024-07-21,HVAC Repair,Yelp,Fall,Returning,86.77,3,108.47
2025-03-25,Plumbing,Referral,Fall,Returning,141.63,7,72.47
2024-11-11,Electrician,Yelp,Fall,New,92.69,8,103.67
2024-12-11,Cleaning,Referral,Winter,Returning,91.59,5,224.49
2025-04-04,HVAC Repair,Flyers,Winter,Returning,59.6,10,351.44
2024-06-06,Plumbing,Flyers,Summer,New,38.1,6,257.72
2024-05-15,Electrician,Referral,Spring,Returning,66.99,2,32.19
2024-10-18,Electrician,Referral,Summer,New,80.68,4,75.41
2024-12-25,Electrician,Referral,Winter,New,58,5,218.21
2025-02-21,Plumbing,Google,Summer,Returning,169.94,5,118.47
2025-03-11,Plumbing,Yelp,Fall,New,28.84,4,146.19
2024-10-13,HVAC Repair,Referral,Summer,Returning,127.1,10,331.77
2025-03-11,Plumbing,Google,Fall,New,159.97,5,248.85
2024-05-12,Plumbing,Google,Spring,New,68.47,10,490
2024-06-03,Cleaning,Flyers,Summer,Returning,186.87,7,158.45
2024-06-28,Plumbing,Referral,Summer,New,30.58,1,26.63
2025-01-18,HVAC Repair,Yelp,Spring,New,193.38,1,46.66
2024-08-02,HVAC Repair,Referral,Winter,Returning,74.43,3,32.68
2024-05-30,Plumbing,Flyers,Spring,New,102.21,1,40.55
2024-07-16,Plumbing,Google,Fall,New,28.69,1,40.65
2025-03-25,Plumbing,Flyers,Fall,Returning,20.24,7,164.02
2024-05-13,HVAC Repair,Referral,Spring,New,156.74,2,49.81
2025-02-26,Electrician,Flyers,Summer,New,31.83,6,165.63
2025-04-18,HVAC Repair,Flyers,Winter,Returning,14.55,10,461.8
2024-08-15,Electrician,Yelp,Winter,New,131.03,9,209.19
2025-02-08,Electrician,Referral,Summer,New,96.94,8,271.66
2024-09-30,HVAC Repair,Flyers,Spring,Returning,105.72,4,113.51
2024-09-24,Plumbing,Yelp,Spring,New,90,7,320.2
2024-06-01,Cleaning,Google,Summer,Returning,39.87,9,311.57
2024-09-21,Plumbing,Flyers,Spring,Returning,83.05,10,441.37
2025-04-03,Cleaning,Flyers,Winter,New,180.91,3,98.1
2025-01-03,Plumbing,Yelp,Spring,Returning,136.36,5,50.83
2024-06-14,Plumbing,Yelp,Summer,New,112.78,7,112.67
2024-09-15,Electrician,Referral,Spring,New,180.26,7,217.86
2024-07-24,Plumbing,Referral,Fall,Returning,155.3,4,90.24
2024-06-18,Electrician,Google,Summer,New,29.74,1,35.29
2025-03-18,HVAC Repair,Google,Fall,Returning,19.17,1,26.82
2024-07-31,Plumbing,Flyers,Fall,Returning,109.74,8,240.33
2024-05-17,Cleaning,Yelp,Spring,New,49.46,7,224.8
2024-09-26,Plumbing,Yelp,Spring,New,198.4,5,206.05
2024-09-07,Electrician,Flyers,Spring,Returning,93.22,8,159.57
2025-03-18,Electrician,Referral,Fall,New,199.61,6,64.17
2024-06-10,Plumbing,Google,Summer,New,137.85,7,202.93
2024-07-06,Electrician,Referral,Fall,New,63.63,3,65.48
2024-11-21,Cleaning,Yelp,Fall,New,155.76,4,128.08
2024-09-20,HVAC Repair,Google,Spring,New,83.26,1,29.08
2024-06-20,Electrician,Yelp,Summer,Returning,58.99,8,141.28
2024-09-18,HVAC Repair,Yelp,Spring,New,84.49,6,62.43
2025-02-23,Electrician,Referral,Summer,New,48.54,10,304.38
2024-08-12,Cleaning,Google,Winter,Returning,177.71,4,142.28
2025-04-21,Cleaning,Referral,Winter,Returning,41.19,8,167.09
2024-11-19,Plumbing,Referral,Fall,Returning,165.82,1,40.41
2025-01-13,Electrician,Flyers,Spring,New,58.71,3,131.96
2024-10-30,Cleaning,Google,Summer,Returning,119.19,8,393.54
2024-11-19,HVAC Repair,Yelp,Fall,New,119.09,6,52.98
2025-02-04,HVAC Repair,Flyers,Summer,Returning,147.39,4,45.31
2024-06-08,Cleaning,Yelp,Summer,New,104.87,10,142.51
2024-06-12,Electrician,Referral,Summer,New,39.5,5,122.4
2024-07-25,Electrician,Referral,Fall,Returning,186.85,4,123.31
2024-08-04,Electrician,Flyers,Winter,Returning,131.11,8,351.52
2024-12-19,Electrician,Referral,Winter,Returning,109.91,10,492.7
2024-07-27,Cleaning,Flyers,Fall,Returning,96.06,3,93.5
2024-05-23,Cleaning,Flyers,Spring,Returning,21.19,6,145.4
2025-02-13,HVAC Repair,Yelp,Summer,Returning,168.14,9,409.7
2024-09-04,Cleaning,Flyers,Spring,Returning,66.06,4,129.42
2024-10-17,HVAC Repair,Google,Summer,Returning,40.91,3,118.93
2025-04-18,HVAC Repair,Google,Winter,New,102.54,6,268.41
2025-03-28,HVAC Repair,Referral,Fall,New,148.65,9,341.76
2024-07-21,Electrician,Referral,Fall,New,64.22,7,195.3
2024-09-16,HVAC Repair,Google,Spring,New,183.6,6,271.95
2024-05-20,Plumbing,Referral,Spring,New,133.87,7,43.52
2024-10-31,HVAC Repair,Yelp,Summer,New,19.98,10,249.42
2024-11-01,Plumbing,Flyers,Fall,New,123.09,4,50.06
2025-04-27,HVAC Repair,Flyers,Winter,New,101.61,4,129.72
2024-12-15,Electrician,Yelp,Winter,New,49.34,6,287
2025-03-14,HVAC Repair,Google,Fall,New,128.46,4,81.67
2025-02-17,Electrician,Yelp,Summer,Returning,59.58,3,126.11
2024-08-03,Plumbing,Google,Winter,New,145.4,5,178.66
2024-08-25,Plumbing,Google,Winter,New,76.57,2,76.38
2025-04-29,Plumbing,Google,Winter,Returning,16.59,4,80.93
2024-07-31,Electrician,Flyers,Fall,New,98.22,9,404.01
2024-06-23,Cleaning,Yelp,Summer,Returning,152.87,10,67.47
2025-04-19,Plumbing,Flyers,Winter,New,45.23,1,8.78
2024-07-15,Plumbing,Google,Fall,New,53.76,5,247.94
2024-05-07,Electrician,Flyers,Spring,Returning,115.73,4,83.32
2024-07-19,Plumbing,Flyers,Fall,Returning,176.21,1,44.86
2024-07-28,Plumbing,Yelp,Fall,New,24.48,6,141.34
2024-12-18,Plumbing,Flyers,Winter,Returning,37.28,5,186.34
2025-03-05,HVAC Repair,Google,Fall,Returning,131.99,6,270.62
2025-03-17,Cleaning,Google,Fall,New,95.07,6,136.44
2024-10-31,Plumbing,Google,Summer,Returning,164.79,7,259.76
2024-10-30,Cleaning,Yelp,Summer,New,56.88,7,56.79
2024-12-23,Electrician,Referral,Winter,New,25.94,7,283.53
2025-04-20,Cleaning,Google,Winter,New,189.55,1,42.7
2024-10-14,Electrician,Yelp,Summer,Returning,63.84,1,16.58
2025-02-25,Electrician,Yelp,Summer,Returning,58.73,7,71.55
2025-01-24,Cleaning,Flyers,Spring,Returning,99.58,4,24.8
2025-03-01,Plumbing,Flyers,Fall,Returning,35.6,10,335.09
2024-05-16,Cleaning,Flyers,Spring,Returning,115.22,6,224.05
2024-11-09,HVAC Repair,Google,Fall,New,115.74,10,189.15
2024-11-05,HVAC Repair,Flyers,Fall,New,180.45,7,314.77
2024-11-19,Electrician,Yelp,Fall,New,144.09,9,55.78
2024-05-12,Electrician,Google,Spring,New,157,3,125.54
2024-11-03,Cleaning,Referral,Fall,New,11.45,8,45.18
2024-07-20,Electrician,Referral,Fall,Returning,81.86,7,179.3
2024-08-06,Electrician,Referral,Winter,Returning,138.9,9,174.06
2024-06-05,Electrician,Yelp,Summer,Returning,153.4,10,348.57
2024-12-26,HVAC Repair,Flyers,Winter,New,38.15,4,20.53
2024-08-31,Plumbing,Referral,Winter,New,154.87,5,130
2025-04-09,Electrician,Flyers,Winter,Returning,11.88,6,66.08
2024-08-07,Plumbing,Referral,Winter,Returning,131.94,8,188.64
2024-10-13,Electrician,Referral,Summer,Returning,115.95,10,485.84
2025-02-11,Electrician,Flyers,Summer,New,71.39,6,152.01
2025-03-25,Plumbing,Flyers,Fall,New,149.27,6,175.99
2024-06-25,HVAC Repair,Flyers,Summer,Returning,134.23,6,127.46
2024-05-31,HVAC Repair,Yelp,Spring,New,91.06,7,152.04
2024-09-19,Electrician,Flyers,Spring,New,110.45,9,322.16
2024-09-02,Cleaning,Referral,Spring,Returning,110.37,7,44.19
2024-05-13,Cleaning,Google,Spring,Returning,135.29,8,389.85
2024-08-28,Cleaning,Yelp,Winter,Returning,128.33,5,217.35
2025-04-16,Plumbing,Yelp,Winter,New,87.02,7,241.72
2024-06-26,Plumbing,Google,Summer,New,113.45,8,373.28
2024-06-29,Electrician,Flyers,Summer,New,42.46,6,165.24
2024-10-30,Cleaning,Google,Summer,New,100.72,9,52.07
2024-10-19,HVAC Repair,Referral,Summer,Returning,114.31,1,41.54
2025-05-01,HVAC Repair,Flyers,Spring,New,182.41,1,27.49
2025-02-25,HVAC Repair,Google,Summer,New,162,8,291.85
2025-04-05,Electrician,Yelp,Winter,New,70.9,9,381.6
2024-11-18,Plumbing,Google,Fall,Returning,85,7,155.7
2025-01-04,Plumbing,Flyers,Spring,Returning,12.27,9,208.08
2024-06-06,Cleaning,Referral,Summer,Returning,192.36,8,344.93
2025-02-14,Cleaning,Google,Summer,Returning,99.71,8,92
2025-02-21,Cleaning,Yelp,Summer,Returning,78.36,3,45.04
2024-10-21,Plumbing,Referral,Summer,Returning,65.79,9,301.64
2025-03-11,HVAC Repair,Google,Fall,New,61.04,5,227.41
2025-04-24,HVAC Repair,Yelp,Winter,Returning,147.62,6,115.48
2024-11-30,HVAC Repair,Referral,Fall,Returning,14.29,2,61.2
2024-12-11,Plumbing,Flyers,Winter,Returning,122.08,3,39.22
2025-03-02,Plumbing,Referral,Fall,Returning,78.28,2,36.69
2025-02-07,Cleaning,Google,Summer,Returning,49.23,4,60.63
2024-07-15,Electrician,Flyers,Fall,Returning,59.04,2,44.76
2024-08-05,Electrician,Yelp,Winter,Returning,183.46,2,82.41
2024-11-29,HVAC Repair,Yelp,Fall,Returning,137.13,1,27.33
2025-01-30,Cleaning,Google,Spring,New,97.12,4,21.79
2024-09-13,Cleaning,Google,Spring,Returning,110.09,4,191.32
2025-04-13,Electrician,Referral,Winter,Returning,196.95,7,148.84
2025-01-16,Electrician,Flyers,Spring,Returning,98.53,9,236.77
2024-09-23,HVAC Repair,Flyers,Spring,Returning,181.36,5,53.88
2025-02-11,Electrician,Referral,Summer,Returning,167.79,1,47.35
2024-06-15,Cleaning,Yelp,Summer,Returning,176.68,9,258.42
2024-10-17,Electrician,Yelp,Summer,New,78.84,4,137.96
2024-09-11,Cleaning,Flyers,Spring,New,161,10,95.37
2024-07-30,Cleaning,Google,Fall,Returning,153.65,5,72.06
2024-08-01,Electrician,Referral,Winter,Returning,125.51,8,199.27
2024-07-31,Cleaning,Google,Fall,Returning,120.99,8,102.98
2024-09-14,Plumbing,Google,Spring,New,51.01,6,258.9
2024-10-29,Cleaning,Flyers,Summer,Returning,37.72,6,49.73
2024-12-19,HVAC Repair,Google,Winter,Returning,156.29,10,122.67
2024-12-19,Electrician,Flyers,Winter,Returning,145.58,10,130.09
2025-03-29,Cleaning,Yelp,Fall,New,73.49,7,186.21
2024-08-25,Electrician,Google,Winter,New,175.96,3,77.8
2025-03-24,Plumbing,Flyers,Fall,New,83.46,1,16.31
2024-05-28,Cleaning,Flyers,Spring,New,79.86,2,25.14
2024-08-28,HVAC Repair,Flyers,Winter,New,125.15,5,228.1
2025-04-10,HVAC Repair,Google,Winter,New,139.77,8,249.36
2024-07-07,Cleaning,Referral,Fall,Returning,81.98,7,184.78
2024-08-16,HVAC Repair,Google,Winter,New,199.79,4,155.36
2024-06-03,HVAC Repair,Google,Summer,Returning,121.46,1,33.91
2025-02-24,HVAC Repair,Referral,Summer,Returning,189.35,8,389.54
2024-06-30,Plumbing,Referral,Summer,New,158.72,6,101.25
2024-10-01,Electrician,Flyers,Summer,Returning,125.94,7,218.53
2025-04-13,Plumbing,Referral,Winter,Returning,162.77,1,32.93
2025-03-07,Cleaning,Referral,Fall,New,145.68,10,115.13
2025-01-21,Cleaning,Yelp,Spring,Returning,197.7,10,390.85
2025-01-04,Cleaning,Flyers,Spring,Returning,165.49,3,34.56
2024-10-04,HVAC Repair,Yelp,Summer,New,24.47,4,177.6
2024-12-07,HVAC Repair,Google,Winter,Returning,189.69,2,48.74
2025-04-16,Cleaning,Flyers,Winter,New,137.22,6,215.67
2024-10-21,HVAC Repair,Yelp,Summer,Returning,174.81,8,227.77
2025-03-24,HVAC Repair,Referral,Fall,Returning,50.98,6,216.22
2024-06-09,Plumbing,Referral,Summer,New,124.13,2,36.01
