Date,TimeOfDay,AdSpend,Conversions,Revenue,ServiceType,Channel,CustomerType
2024-09-05 00:00:00,Night,1.42,1,24.33,Basic,Referral,Returning
2024-04-30 00:00:00,Night,6.6,0,15.91,Luxury,Google Ads,Returning
2024-11-25 00:00:00,Evening,12.1,1,74.5,Premium,Instagram,New
2024-10-12 00:00:00,Evening,6.61,3,293.61,Luxury,Instagram,New
2024-05-26 00:00:00,Morning,45.08,5,229.35,Basic,Referral,New
2024-09-11 00:00:00,Morning,10.9,2,279.9,Luxury,Referral,Returning
2024-12-02 00:00:00,Evening,20.9,2,296.1,Basic,Walk-in,New
2024-03-08 00:00:00,Evening,3.21,2,293.09,Premium,Walk-in,New
2024-01-28 00:00:00,Afternoon,7.84,2,247.26,Basic,Referral,Returning
2024-05-27 00:00:00,Morning,37.48,3,239.8,Basic,Website,New
2024-07-12 00:00:00,Afternoon,18.88,2,184.29,Basic,Instagram,Returning
2024-03-07 00:00:00,Morning,9.95,1,83.95,Premium,Instagram,Returning
2024-07-06 00:00:00,Evening,23.79,4,54.95,Basic,Website,New
2024-03-31 00:00:00,Evening,38.9,1,211.99,Basic,Google Ads,New
2024-06-19 00:00:00,Night,15.11,3,236.82,Premium,Google Ads,Returning
2024-10-06 00:00:00,Evening,31.86,2,168.97,Premium,Website,Returning
2024-08-15 00:00:00,Night,49.83,2,102.71,Premium,Google Ads,Returning
2024-02-26 00:00:00,Afternoon,21,1,96.11,Basic,Instagram,Returning
2024-02-10 00:00:00,Night,29.32,2,62.43,Luxury,Referral,New
2024-01-27 00:00:00,Evening,38.91,1,35.18,Luxury,Google Ads,New
2024-04-16 00:00:00,Afternoon,9.84,2,67.43,Premium,Walk-in,New
2024-09-16 00:00:00,Afternoon,43.78,3,175.98,Luxury,Google Ads,New
2024-11-27 00:00:00,Evening,4.42,1,214.08,Luxury,Google Ads,Returning
2024-08-15 00:00:00,Night,46.8,1,18.47,Luxury,Walk-in,New
2024-01-23 00:00:00,Evening,2.85,0,102.1,Basic,Google Ads,New
2024-12-30 00:00:00,Night,34.12,1,148.67,Premium,Walk-in,Returning
2024-01-04 00:00:00,Afternoon,34.63,2,225.39,Luxury,Website,New
2024-04-13 00:00:00,Evening,47.08,0,110.96,Luxury,Instagram,New
2024-05-09 00:00:00,Night,15.32,0,179.54,Basic,Instagram,New
2024-05-12 00:00:00,Afternoon,4.14,2,135.58,Premium,Referral,Returning
2024-11-17 00:00:00,Morning,7.93,1,227.75,Basic,Website,New
2024-08-30 00:00:00,Night,1.27,4,183.83,Luxury,Referral,Returning
2024-06-09 00:00:00,Morning,29.41,0,43.12,Luxury,Walk-in,Returning
2024-03-20 00:00:00,Night,9.9,3,212.6,Premium,Google Ads,Returning
2024-01-23 00:00:00,Night,9.96,0,295.1,Premium,Walk-in,Returning
2024-09-13 00:00:00,Evening,40.56,1,168.98,Luxury,Google Ads,Returning
2024-08-08 00:00:00,Morning,44.49,1,278.96,Basic,Referral,New
2024-06-12 00:00:00,Afternoon,11.61,2,286.51,Premium,Walk-in,New
2024-05-02 00:00:00,Evening,48.03,2,46.75,Luxury,Website,Returning
2024-01-29 00:00:00,Evening,32.14,0,141.3,Premium,Walk-in,Returning
2024-09-04 00:00:00,Morning,38.16,2,93.76,Basic,Website,Returning
2024-09-13 00:00:00,Afternoon,26.76,2,90.8,Luxury,Referral,New
2024-07-29 00:00:00,Afternoon,47.77,4,23.72,Premium,Referral,Returning
2024-07-19 00:00:00,Morning,6.65,1,69.65,Basic,Google Ads,New
2024-05-23 00:00:00,Afternoon,11.5,0,33.51,Luxury,Google Ads,New
2024-11-10 00:00:00,Morning,3.51,1,78.04,Luxury,Instagram,New
2024-10-14 00:00:00,Afternoon,43.03,1,181.88,Luxury,Instagram,New
2024-07-13 00:00:00,Night,35.66,1,57.12,Premium,Google Ads,Returning
2024-08-11 00:00:00,Morning,7.32,2,122.69,Luxury,Walk-in,Returning
2024-12-16 00:00:00,Morning,21.32,1,212.52,Luxury,Website,Returning
2024-06-14 00:00:00,Night,42.66,4,157.28,Premium,Website,New
2024-01-22 00:00:00,Afternoon,44.59,0,282.9,Premium,Walk-in,Returning
2024-05-19 00:00:00,Afternoon,15.5,3,161.96,Premium,Instagram,New
2024-07-20 00:00:00,Night,47.64,0,186.96,Basic,Google Ads,New
2024-06-06 00:00:00,Evening,28.28,0,277.59,Luxury,Website,New
2024-11-20 00:00:00,Evening,7.03,2,184.8,Luxury,Instagram,Returning
2024-09-10 00:00:00,Afternoon,38.69,4,214.55,Basic,Walk-in,Returning
2024-01-05 00:00:00,Night,3.21,2,87.9,Premium,Referral,New
2024-08-18 00:00:00,Night,44.74,2,43.43,Premium,Instagram,New
2024-01-15 00:00:00,Afternoon,12.32,1,274.39,Premium,Instagram,Returning
2024-09-07 00:00:00,Evening,48.24,2,283.54,Premium,Walk-in,New
2024-02-22 00:00:00,Night,48.1,2,231.84,Premium,Google Ads,Returning
2024-08-28 00:00:00,Night,44.71,6,164.15,Premium,Walk-in,New
2024-04-14 00:00:00,Afternoon,4.71,0,153.56,Basic,Website,New
2024-07-31 00:00:00,Evening,5.35,2,17.04,Luxury,Instagram,New
2024-01-29 00:00:00,Afternoon,17.64,2,237.73,Premium,Instagram,Returning
2024-08-15 00:00:00,Night,15.14,0,167.21,Basic,Google Ads,Returning
2024-12-16 00:00:00,Morning,23.72,4,184.55,Luxury,Website,New
2024-01-30 00:00:00,Night,42.74,3,66.86,Luxury,Website,Returning
2024-09-17 00:00:00,Morning,44.35,5,179.53,Luxury,Website,Returning
2024-12-06 00:00:00,Night,3.22,5,267.32,Basic,Google Ads,Returning
2024-08-18 00:00:00,Morning,44.78,0,143.17,Luxury,Instagram,Returning
2024-10-07 00:00:00,Morning,47.78,2,103.57,Basic,Website,New
2024-11-22 00:00:00,Morning,25.21,2,69.8,Luxury,Referral,Returning
2024-12-26 00:00:00,Morning,18.82,1,291.98,Premium,Referral,New
2024-12-27 00:00:00,Evening,9.79,1,72.38,Basic,Google Ads,Returning
2024-10-02 00:00:00,Evening,26.36,3,60.26,Basic,Google Ads,New
2024-02-11 00:00:00,Afternoon,19.85,3,233.8,Premium,Google Ads,Returning
2024-08-17 00:00:00,Morning,15.37,3,270.03,Luxury,Walk-in,Returning
2024-10-23 00:00:00,Afternoon,35.16,3,159.24,Luxury,Google Ads,New
2024-05-13 00:00:00,Night,0.04,2,63.84,Luxury,Google Ads,Returning
2024-11-16 00:00:00,Afternoon,39.03,0,113.08,Premium,Referral,Returning
2024-08-27 00:00:00,Night,16.08,2,187.01,Premium,Google Ads,Returning
2024-04-22 00:00:00,Afternoon,0.18,2,231.8,Luxury,Walk-in,Returning
2024-09-17 00:00:00,Night,43.01,1,243.41,Premium,Website,Returning
2024-04-15 00:00:00,Morning,25.36,1,278.75,Luxury,Walk-in,Returning
2024-03-27 00:00:00,Morning,38.63,1,106.93,Premium,Walk-in,Returning
2024-08-02 00:00:00,Morning,30.75,0,294.24,Premium,Referral,Returning
2024-02-10 00:00:00,Afternoon,27.89,2,183.22,Premium,Instagram,Returning
2024-04-20 00:00:00,Evening,32.99,1,135.98,Luxury,Walk-in,New
2024-06-08 00:00:00,Morning,10.3,3,21.76,Basic,Google Ads,Returning
2024-09-22 00:00:00,Evening,38.25,3,204.01,Basic,Walk-in,New
2024-12-12 00:00:00,Morning,7.46,1,140.69,Premium,Instagram,Returning
2024-05-01 00:00:00,Evening,19.69,1,153.17,Basic,Website,Returning
2024-11-27 00:00:00,Afternoon,41.85,3,32.9,Luxury,Instagram,Returning
2024-01-20 00:00:00,Morning,19.36,1,220.81,Premium,Walk-in,New
2024-04-10 00:00:00,Morning,1.4,1,248.6,Luxury,Google Ads,Returning
2024-07-10 00:00:00,Morning,2.23,3,48.26,Basic,Google Ads,Returning
2024-05-03 00:00:00,Afternoon,19.53,1,222.78,Luxury,Google Ads,Returning
2024-06-07 00:00:00,Afternoon,30.19,2,124.06,Luxury,Website,New
2024-01-11 00:00:00,Morning,1.71,3,204.14,Basic,Walk-in,New
2024-06-09 00:00:00,Afternoon,28.97,2,211.24,Premium,Website,New
2024-05-12 00:00:00,Evening,12.85,4,250.94,Luxury,Walk-in,New
2024-03-18 00:00:00,Night,42.65,0,269.02,Premium,Instagram,New
2024-11-08 00:00:00,Morning,6.91,2,27.91,Luxury,Walk-in,New
2024-07-30 00:00:00,Afternoon,10.21,6,231.2,Basic,Instagram,Returning
2024-05-12 00:00:00,Afternoon,6.34,1,194.33,Basic,Website,Returning
2024-02-21 00:00:00,Evening,25.28,1,229.12,Basic,Walk-in,New
2024-11-30 00:00:00,Morning,10.32,1,233.47,Basic,Walk-in,New
2024-10-27 00:00:00,Night,23.11,3,148.81,Basic,Website,Returning
2024-10-03 00:00:00,Morning,26.91,1,290.14,Premium,Google Ads,New
2024-01-04 00:00:00,Night,12.61,2,22.78,Basic,Walk-in,Returning
2024-03-04 00:00:00,Afternoon,4.07,3,245.45,Luxury,Instagram,New
2024-12-15 00:00:00,Evening,40.53,1,42.63,Premium,Instagram,New
2024-10-11 00:00:00,Night,2.72,0,92.82,Premium,Referral,Returning
2024-04-28 00:00:00,Evening,41.72,1,186.62,Basic,Instagram,Returning
2024-02-19 00:00:00,Morning,49.8,3,287.52,Luxury,Referral,Returning
2024-03-14 00:00:00,Morning,0.83,4,207.88,Luxury,Walk-in,Returning
2024-06-10 00:00:00,Morning,23.1,2,101.07,Luxury,Instagram,Returning
2024-06-16 00:00:00,Morning,32.61,0,282.63,Basic,Website,Returning
2024-02-19 00:00:00,Evening,34.64,2,52.65,Premium,Referral,New
2024-11-04 00:00:00,Morning,9.58,2,289.33,Premium,Referral,New
2024-02-27 00:00:00,Morning,35.86,5,55.9,Basic,Referral,Returning
2024-07-18 00:00:00,Evening,0.35,3,256.7,Basic,Instagram,Returning
2024-06-30 00:00:00,Evening,6.96,2,167.15,Premium,Instagram,Returning
2024-03-08 00:00:00,Afternoon,7.72,5,171.28,Luxury,Walk-in,New
2024-04-17 00:00:00,Morning,14.57,1,219.73,Luxury,Referral,Returning
2024-05-02 00:00:00,Night,44.85,1,176.17,Luxury,Google Ads,Returning
2024-09-22 00:00:00,Night,41.12,4,29.81,Basic,Referral,New
2024-03-09 00:00:00,Night,43.09,5,175.56,Luxury,Google Ads,New
2024-05-04 00:00:00,Evening,27.36,4,40.61,Premium,Walk-in,Returning
2024-04-26 00:00:00,Evening,7.37,4,183.62,Basic,Walk-in,Returning
2024-09-01 00:00:00,Afternoon,46.16,2,83.4,Premium,Website,New
2024-03-12 00:00:00,Night,47.62,2,165.58,Premium,Referral,New
2024-02-06 00:00:00,Afternoon,29.51,0,14.79,Premium,Referral,Returning
2024-09-17 00:00:00,Night,22.53,2,136.2,Premium,Referral,Returning
2024-12-04 00:00:00,Night,20.93,3,151.5,Premium,Google Ads,New
2024-12-08 00:00:00,Afternoon,9.6,3,211.55,Premium,Google Ads,New
2024-04-02 00:00:00,Afternoon,44.49,4,166.23,Basic,Instagram,New
2024-11-30 00:00:00,Afternoon,13.05,2,252.93,Luxury,Instagram,New
2024-08-22 00:00:00,Evening,42.75,1,273.45,Luxury,Instagram,New
2024-07-15 00:00:00,Night,16.79,3,187.92,Basic,Website,Returning
2024-05-17 00:00:00,Afternoon,11.37,8,81.1,Basic,Google Ads,New
2024-07-16 00:00:00,Afternoon,39.63,1,27.49,Luxury,Referral,Returning
2024-01-01 00:00:00,Evening,32.39,3,116,Luxury,Referral,Returning
2024-11-13 00:00:00,Evening,41.99,0,253.99,Luxury,Referral,New
2024-07-02 00:00:00,Morning,10.36,2,247.4,Luxury,Referral,Returning
2024-02-18 00:00:00,Night,43.58,0,172.23,Luxury,Instagram,New
2024-07-10 00:00:00,Evening,38.81,2,180.31,Premium,Walk-in,Returning
2024-01-30 00:00:00,Morning,23.97,1,160.83,Premium,Google Ads,New
2024-06-29 00:00:00,Evening,10.1,2,210.34,Premium,Website,New
2024-08-24 00:00:00,Evening,24.06,0,128.41,Basic,Referral,Returning
2024-03-27 00:00:00,Morning,32.14,1,295.28,Luxury,Website,Returning
2024-02-10 00:00:00,Night,35.64,7,30.9,Luxury,Website,New
2024-08-24 00:00:00,Afternoon,40.62,3,110.49,Luxury,Referral,New
2024-12-25 00:00:00,Afternoon,35.25,1,193.6,Premium,Walk-in,Returning
2024-02-27 00:00:00,Afternoon,29.9,1,245.25,Premium,Referral,Returning
2024-06-18 00:00:00,Night,20.83,3,294.71,Luxury,Walk-in,Returning
2024-12-10 00:00:00,Evening,13.42,1,147.81,Luxury,Instagram,Returning
2024-05-27 00:00:00,Night,20.97,3,195.89,Basic,Instagram,New
2024-10-17 00:00:00,Evening,48.39,1,209.46,Basic,Website,Returning
2024-08-20 00:00:00,Evening,42.56,2,299.55,Basic,Referral,Returning
2024-10-25 00:00:00,Night,33.6,1,221.08,Luxury,Walk-in,Returning
2024-10-02 00:00:00,Night,40.86,2,276.29,Basic,Referral,Returning
2024-05-08 00:00:00,Afternoon,22.67,1,131.91,Luxury,Walk-in,Returning
2024-12-25 00:00:00,Evening,28.6,1,102.93,Premium,Walk-in,Returning
2024-02-10 00:00:00,Night,8.99,4,97.52,Premium,Referral,New
2024-05-15 00:00:00,Night,39.6,4,180.14,Luxury,Instagram,New
2024-12-05 00:00:00,Evening,24.37,0,191.57,Basic,Referral,Returning
2024-10-24 00:00:00,Morning,17.85,3,22.55,Luxury,Instagram,Returning
2024-10-08 00:00:00,Night,38.23,4,78.8,Premium,Instagram,New
2024-03-25 00:00:00,Evening,19.98,2,59.55,Basic,Referral,Returning
2024-02-19 00:00:00,Evening,14.94,4,37.11,Premium,Website,New
2024-07-18 00:00:00,Morning,41.48,2,46.76,Luxury,Instagram,Returning
2024-10-19 00:00:00,Morning,36.64,3,115.56,Basic,Referral,New
2024-05-07 00:00:00,Evening,41.42,2,265.85,Luxury,Referral,New
2024-11-30 00:00:00,Afternoon,14.61,2,287.28,Premium,Walk-in,New
2024-07-30 00:00:00,Evening,30.56,2,83.26,Luxury,Website,Returning
2024-01-26 00:00:00,Evening,32.71,0,237.14,Basic,Google Ads,New
2024-11-21 00:00:00,Evening,41.17,0,289.17,Basic,Walk-in,New
2024-05-09 00:00:00,Night,25.37,2,93.89,Basic,Google Ads,New
2024-03-18 00:00:00,Night,28.85,1,161.42,Luxury,Instagram,New
2024-02-01 00:00:00,Evening,36.33,3,106.11,Basic,Referral,Returning
2024-06-17 00:00:00,Morning,12.92,1,86.6,Basic,Google Ads,New
2024-02-15 00:00:00,Night,16.4,4,32.07,Luxury,Website,Returning
2024-09-02 00:00:00,Morning,9.89,1,145.24,Premium,Walk-in,New
2024-10-04 00:00:00,Morning,1.22,0,161.69,Basic,Website,New
2024-12-21 00:00:00,Morning,23.25,6,85.3,Basic,Google Ads,New
2024-06-07 00:00:00,Afternoon,43.57,0,109.31,Premium,Instagram,Returning
2024-07-19 00:00:00,Night,48.39,1,109.73,Luxury,Website,New
2024-12-04 00:00:00,Morning,40.01,2,266.63,Luxury,Instagram,Returning
2024-01-08 00:00:00,Night,33.75,3,110.6,Basic,Walk-in,Returning
2024-12-17 00:00:00,Evening,44.14,2,260.25,Basic,Walk-in,New
2024-10-06 00:00:00,Night,17.6,3,201.41,Luxury,Referral,Returning
2024-12-27 00:00:00,Night,35.59,3,124.21,Basic,Walk-in,New
2024-10-02 00:00:00,Evening,15.21,2,260.21,Premium,Referral,New
2024-07-12 00:00:00,Afternoon,15.35,4,136.18,Luxury,Website,New
2024-07-06 00:00:00,Night,37.11,1,110.87,Luxury,Website,New
2024-10-11 00:00:00,Night,26.67,1,209.48,Basic,Website,Returning
2024-06-09 00:00:00,Afternoon,38.61,1,139.96,Basic,Google Ads,Returning
2024-11-11 00:00:00,Evening,28.66,5,145.02,Basic,Instagram,New
2024-11-25 00:00:00,Evening,20.02,0,135.7,Basic,Google Ads,New
2024-03-23 00:00:00,Night,18.52,1,173.49,Premium,Website,Returning
2024-09-16 00:00:00,Night,1.75,3,118.13,Luxury,Referral,Returning
2024-03-13 00:00:00,Evening,49.22,1,213.6,Basic,Website,Returning
2024-10-16 00:00:00,Evening,39.07,1,264.05,Basic,Website,Returning
2024-06-19 00:00:00,Night,47.17,3,105.98,Luxury,Walk-in,New
2024-09-10 00:00:00,Afternoon,13.37,1,215.9,Basic,Google Ads,New
2024-03-10 00:00:00,Afternoon,39.83,2,126.55,Basic,Instagram,New
2024-07-30 00:00:00,Morning,10.55,4,244.22,Basic,Google Ads,Returning
2024-04-11 00:00:00,Afternoon,37.64,3,272.51,Basic,Walk-in,Returning
2024-03-30 00:00:00,Night,44.14,2,174.5,Basic,Instagram,Returning
2024-10-05 00:00:00,Morning,30.34,0,83.14,Premium,Website,New
2024-06-20 00:00:00,Morning,41.36,1,216.84,Luxury,Website,Returning
2024-06-18 00:00:00,Morning,34.18,0,215.64,Luxury,Google Ads,Returning
2024-07-11 00:00:00,Evening,9.74,4,29.9,Basic,Instagram,New
2024-12-15 00:00:00,Afternoon,46.8,2,104.16,Luxury,Referral,New
2024-02-25 00:00:00,Night,41.46,2,269.15,Basic,Google Ads,New
2024-01-01 00:00:00,Night,39.38,4,26.88,Basic,Website,New
2024-04-18 00:00:00,Afternoon,10.37,2,17.39,Luxury,Referral,New
2024-11-20 00:00:00,Morning,15.61,1,23.64,Luxury,Google Ads,New
2024-05-27 00:00:00,Morning,31.24,1,17.92,Luxury,Google Ads,New
2024-03-08 00:00:00,Morning,26.69,0,287.45,Luxury,Website,Returning
2024-12-09 00:00:00,Evening,31.54,0,213.64,Basic,Website,Returning
2024-05-24 00:00:00,Afternoon,42.75,4,160.69,Basic,Referral,New
2024-08-05 00:00:00,Afternoon,42.86,2,40.85,Basic,Website,Returning
2024-06-17 00:00:00,Afternoon,46.25,1,80.24,Premium,Referral,Returning
2024-04-25 00:00:00,Morning,40.69,3,269.22,Basic,Website,Returning
2024-08-18 00:00:00,Evening,44.35,1,145.24,Basic,Website,Returning
2024-01-28 00:00:00,Morning,45.57,1,279.72,Luxury,Instagram,Returning
2024-06-27 00:00:00,Morning,40.8,3,57.66,Basic,Referral,Returning
2024-10-29 00:00:00,Evening,47.36,3,59.61,Premium,Website,Returning
2024-05-09 00:00:00,Evening,13.43,6,292.72,Luxury,Instagram,New
2024-04-01 00:00:00,Afternoon,33.87,2,205.38,Premium,Google Ads,New
2024-03-18 00:00:00,Afternoon,1.47,2,229.46,Luxury,Instagram,Returning
2024-11-24 00:00:00,Morning,14.3,1,19.95,Basic,Google Ads,Returning
2024-11-10 00:00:00,Evening,30.38,0,89.04,Basic,Google Ads,Returning
2024-10-10 00:00:00,Night,7.59,1,274.03,Luxury,Walk-in,Returning
2024-10-05 00:00:00,Evening,27.95,1,92.5,Basic,Website,New
2024-03-11 00:00:00,Night,14.26,4,224.59,Premium,Google Ads,Returning
2024-04-04 00:00:00,Night,3.75,2,208.95,Basic,Instagram,Returning
2024-08-26 00:00:00,Evening,38.66,3,133.59,Basic,Website,Returning
2024-10-11 00:00:00,Morning,40.05,1,79.96,Basic,Walk-in,New
2024-05-20 00:00:00,Afternoon,5.72,3,193.47,Basic,Walk-in,Returning
2024-02-17 00:00:00,Evening,43.71,0,178.11,Premium,Instagram,Returning
2024-09-19 00:00:00,Afternoon,31.95,2,45.31,Luxury,Referral,New
2024-06-01 00:00:00,Morning,23.04,1,286.35,Basic,Walk-in,New
2024-08-29 00:00:00,Morning,12.44,5,123.77,Basic,Referral,New
2024-08-06 00:00:00,Night,48.08,3,130.89,Basic,Google Ads,Returning
2024-08-03 00:00:00,Evening,6.59,3,63.17,Luxury,Website,Returning
2024-10-23 00:00:00,Night,9.41,1,93.28,Premium,Referral,New
2024-10-05 00:00:00,Night,6.12,3,93.2,Luxury,Instagram,New
2024-04-15 00:00:00,Morning,49.82,4,10.93,Basic,Google Ads,New
2024-05-10 00:00:00,Night,20.53,1,76.97,Basic,Website,Returning
2024-07-22 00:00:00,Morning,5.1,2,231.64,Luxury,Instagram,Returning
2024-05-17 00:00:00,Morning,20.03,1,274.68,Luxury,Instagram,Returning
2024-03-17 00:00:00,Evening,28.63,2,84.46,Premium,Referral,New
2024-05-04 00:00:00,Evening,23.99,2,196.48,Premium,Referral,Returning
2024-10-20 00:00:00,Afternoon,47.47,4,67.57,Premium,Website,New
2024-08-18 00:00:00,Morning,8.09,2,156.82,Luxury,Instagram,Returning
2024-06-21 00:00:00,Night,5.38,3,38.87,Basic,Instagram,New
2024-06-21 00:00:00,Night,34.5,1,279.23,Premium,Google Ads,New
2024-03-05 00:00:00,Morning,12.02,4,255.11,Luxury,Website,Returning
2024-12-15 00:00:00,Evening,22.51,2,54.85,Luxury,Website,New
2024-05-21 00:00:00,Night,26.16,3,125.39,Luxury,Website,Returning
2024-11-21 00:00:00,Night,17.68,3,140.31,Premium,Instagram,New
2024-02-27 00:00:00,Afternoon,42.42,6,177.81,Premium,Google Ads,Returning
2024-06-06 00:00:00,Morning,25.92,3,145.2,Basic,Instagram,New
2024-03-05 00:00:00,Morning,20.06,1,293.75,Premium,Google Ads,New
2024-02-14 00:00:00,Afternoon,13.7,2,81.14,Basic,Walk-in,Returning
2024-02-03 00:00:00,Evening,37.81,2,127.18,Luxury,Instagram,New
2024-10-23 00:00:00,Night,44.93,2,106.53,Premium,Instagram,New
2024-03-08 00:00:00,Morning,9.16,4,264.41,Basic,Walk-in,Returning
2024-03-20 00:00:00,Night,25.88,2,126.13,Luxury,Instagram,Returning
2024-07-20 00:00:00,Evening,49.26,1,62.88,Premium,Website,New
2024-08-31 00:00:00,Night,8.89,2,226.99,Premium,Google Ads,New
2024-11-04 00:00:00,Morning,14.18,2,108.98,Premium,Google Ads,New
2024-03-01 00:00:00,Evening,40.7,0,76.91,Basic,Referral,New
2024-02-21 00:00:00,Evening,28.82,1,253.05,Premium,Instagram,New
2024-07-14 00:00:00,Afternoon,39.14,0,159.95,Premium,Google Ads,Returning
2024-11-18 00:00:00,Afternoon,32.64,1,215.76,Luxury,Referral,Returning
2024-11-18 00:00:00,Morning,49.57,3,186.37,Luxury,Walk-in,Returning
2024-04-03 00:00:00,Evening,5.18,4,136.32,Luxury,Instagram,New
2024-11-30 00:00:00,Night,19.52,3,180.85,Basic,Instagram,Returning
2024-09-27 00:00:00,Evening,4.84,2,73.02,Premium,Walk-in,Returning
2024-10-21 00:00:00,Morning,33.96,0,78.35,Luxury,Website,Returning
2024-12-26 00:00:00,Afternoon,39.75,1,109.22,Premium,Walk-in,Returning
2024-02-22 00:00:00,Morning,39.58,0,110.93,Premium,Referral,New
2024-11-25 00:00:00,Evening,0.53,3,228.24,Luxury,Google Ads,Returning
2024-11-12 00:00:00,Evening,2.41,1,82.24,Premium,Google Ads,Returning
2024-04-01 00:00:00,Night,36.36,1,134.14,Premium,Referral,New
2024-05-07 00:00:00,Night,43.1,4,216.89,Basic,Referral,New
2024-04-26 00:00:00,Morning,17.93,0,97.01,Luxury,Walk-in,New
2024-09-14 00:00:00,Afternoon,35.18,2,247.72,Premium,Website,New
2024-07-06 00:00:00,Night,3.96,2,86.88,Basic,Google Ads,Returning
2024-09-20 00:00:00,Afternoon,7.48,0,220.63,Premium,Instagram,New
2024-10-15 00:00:00,Evening,10.22,2,239.43,Basic,Referral,Returning
2024-04-20 00:00:00,Afternoon,40.61,2,244.49,Luxury,Referral,New
2024-02-16 00:00:00,Afternoon,12.2,5,131.46,Premium,Referral,Returning
2024-09-23 00:00:00,Evening,47.08,0,267.32,Premium,Referral,New
2024-04-25 00:00:00,Morning,45.81,0,218.59,Premium,Referral,Returning
2024-05-01 00:00:00,Morning,6.92,8,134.18,Basic,Instagram,Returning
2024-09-15 00:00:00,Afternoon,11.04,2,283.65,Basic,Website,Returning
2024-05-20 00:00:00,Evening,8.42,2,247.8,Basic,Walk-in,New
2024-03-26 00:00:00,Afternoon,46.12,1,181.54,Premium,Website,Returning
2024-06-29 00:00:00,Afternoon,8.57,2,206.41,Premium,Instagram,Returning
2024-11-11 00:00:00,Afternoon,20.63,2,215.9,Luxury,Referral,New
2024-04-01 00:00:00,Afternoon,35.11,4,29.6,Basic,Referral,Returning
2024-03-31 00:00:00,Afternoon,21.8,2,20.41,Premium,Instagram,Returning
2024-01-02 00:00:00,Night,17.54,3,208.09,Luxury,Referral,Returning
2024-06-18 00:00:00,Evening,17.16,2,181.35,Basic,Website,New
2024-01-27 00:00:00,Evening,20.97,4,288.14,Luxury,Referral,New
2024-06-06 00:00:00,Night,37.53,6,140.42,Luxury,Walk-in,New
2024-02-21 00:00:00,Night,21.25,2,292.68,Luxury,Google Ads,Returning
2024-06-20 00:00:00,Night,0.87,1,99.8,Luxury,Website,Returning
2024-02-17 00:00:00,Night,39.74,1,298.69,Luxury,Instagram,Returning
2024-03-30 00:00:00,Afternoon,36.98,3,260.84,Luxury,Website,New
2024-07-12 00:00:00,Evening,33.22,0,256.91,Luxury,Walk-in,New
2024-07-29 00:00:00,Night,39.15,0,124.23,Basic,Walk-in,New
2024-09-20 00:00:00,Evening,45.55,2,294.22,Premium,Website,New
2024-02-09 00:00:00,Afternoon,21.54,0,181.94,Luxury,Website,Returning
2024-04-28 00:00:00,Night,13.2,2,82.75,Basic,Website,Returning
2024-06-01 00:00:00,Morning,37.98,2,189.04,Premium,Google Ads,New
2024-05-19 00:00:00,Night,38.07,3,84.15,Premium,Instagram,Returning
2024-06-05 00:00:00,Afternoon,45.08,1,16.85,Basic,Website,Returning
2024-10-25 00:00:00,Afternoon,18.54,3,297.63,Luxury,Instagram,Returning
2024-01-29 00:00:00,Afternoon,37.17,0,88.9,Basic,Website,New
2024-06-19 00:00:00,Evening,6.78,3,175.99,Premium,Website,Returning
2024-07-22 00:00:00,Night,47.98,3,47.93,Luxury,Website,Returning
2024-11-10 00:00:00,Evening,19.38,2,196.92,Premium,Walk-in,New
2024-07-21 00:00:00,Morning,37.16,1,178,Basic,Website,New
2024-05-11 00:00:00,Morning,24.36,1,50.06,Luxury,Google Ads,New
2024-05-25 00:00:00,Afternoon,33.09,1,51.99,Premium,Google Ads,Returning
2024-04-16 00:00:00,Morning,23.47,1,66.39,Luxury,Google Ads,New
2024-11-29 00:00:00,Afternoon,36.78,4,168.35,Luxury,Instagram,New
2024-04-02 00:00:00,Evening,37.76,1,172.76,Luxury,Instagram,Returning
2024-08-05 00:00:00,Evening,18.92,1,269.77,Luxury,Google Ads,New
2024-06-16 00:00:00,Night,14.44,0,163.51,Premium,Walk-in,New
2024-09-29 00:00:00,Afternoon,49.77,5,144.75,Premium,Referral,Returning
2024-08-14 00:00:00,Night,13.67,4,262.11,Premium,Referral,Returning
2024-02-08 00:00:00,Night,39.67,0,281.5,Basic,Referral,Returning
2024-12-22 00:00:00,Afternoon,31.92,1,272.09,Luxury,Referral,New
2024-07-28 00:00:00,Afternoon,17.02,4,166.91,Luxury,Walk-in,New
2024-05-12 00:00:00,Afternoon,28.53,2,246.82,Basic,Walk-in,Returning
2024-03-29 00:00:00,Afternoon,8.57,1,292.04,Luxury,Google Ads,Returning
2024-07-17 00:00:00,Evening,17.39,1,106.31,Basic,Google Ads,New
2024-06-17 00:00:00,Night,13.07,3,228.56,Premium,Walk-in,New
2024-08-25 00:00:00,Afternoon,49.71,3,279.46,Luxury,Google Ads,Returning
2024-10-31 00:00:00,Morning,36.02,1,290.73,Premium,Website,Returning
2024-06-28 00:00:00,Morning,11.14,1,160.64,Luxury,Website,Returning
2024-05-07 00:00:00,Evening,15.97,3,150.22,Basic,Referral,Returning
2024-11-01 00:00:00,Afternoon,29.58,3,221.11,Basic,Website,Returning
2024-07-10 00:00:00,Evening,10.8,4,167.51,Premium,Walk-in,Returning
2024-09-06 00:00:00,Morning,27.5,4,281.11,Basic,Referral,Returning
